"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-115.07","49.49","FERNIE","1152850","2011-01-01","2011","01","01","","","","","","","","","","","","","","","","","","","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-01-02","2011","01","02","†","-10.0","","-29.0","","-19.5","","37.5","","0.0","","0.0","","0.0","","0.0","","46","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-01-03","2011","01","03","†","-9.0","","-14.0","","-11.5","","29.5","","0.0","","0.0","","3.0","","3.0","","45","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-01-04","2011","01","04","†","-3.0","","-11.0","","-7.0","","25.0","","0.0","","0.0","","4.0","","4.0","","47","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-01-05","2011","01","05","†","3.0","","-8.0","","-2.5","","20.5","","0.0","","0.0","","1.0","","1.0","","47","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-01-06","2011","01","06","†","5.0","","-2.0","","1.5","","16.5","","0.0","","16.5","","0.0","","16.5","","48","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-01-07","2011","01","07","†","3.5","","1.0","","2.3","","15.7","","0.0","","20.6","","0.0","","20.6","","45","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-01-08","2011","01","08","†","-1.0","","-1.0","","-1.0","","19.0","","0.0","","0.0","","3.0","","3.0","","44","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-01-09","2011","01","09","†","-10.0","","-12.0","","-11.0","","29.0","","0.0","","0.0","","0.0","","0.0","","47","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-01-10","2011","01","10","†","-15.0","","-20.0","","-17.5","","35.5","","0.0","","0.0","","0.0","","0.0","","46","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-01-11","2011","01","11","†","-8.0","","-26.0","","-17.0","","35.0","","0.0","","0.0","","3.5","","3.5","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-01-12","2011","01","12","†","-2.0","","-20.0","","-11.0","","29.0","","0.0","","0.0","","17.0","","17.0","","49","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-01-13","2011","01","13","†","6.0","","-15.0","","-4.5","","22.5","","0.0","","18.0","","0.0","","18.0","","65","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-01-14","2011","01","14","†","7.0","","2.0","","4.5","","13.5","","0.0","","40.0","","0.0","","40.0","","56","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-01-15","2011","01","15","†","7.0","","2.0","","4.5","","13.5","","0.0","","20.5","","0.0","","20.5","","42","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-01-16","2011","01","16","†","8.0","","0.0","","4.0","","14.0","","0.0","","38.0","","0.0","","38.0","","41","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-01-17","2011","01","17","†","7.0","","2.0","","4.5","","13.5","","0.0","","5.0","","0.0","","5.0","","35","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-01-18","2011","01","18","†","2.0","","-1.0","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","29","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-01-19","2011","01","19","†","-2.0","","-14.0","","-8.0","","26.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-01-20","2011","01","20","†","0.0","","-12.0","","-6.0","","24.0","","0.0","","0.0","","1.0","","1.0","","18","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-01-21","2011","01","21","†","0.0","","-5.0","","-2.5","","20.5","","0.0","","0.0","","6.0","","6.0","","27","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-01-22","2011","01","22","†","3.0","","-10.0","","-3.5","","21.5","","0.0","","0.0","","0.0","","0.0","","33","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-01-23","2011","01","23","†","6.0","","-10.0","","-2.0","","20.0","","0.0","","0.0","","0.0","","0.0","","32","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-01-24","2011","01","24","†","3.0","","-10.0","","-3.5","","21.5","","0.0","","0.0","","0.0","","0.0","","28","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-01-25","2011","01","25","†","5.0","","-5.0","","0.0","","18.0","","0.0","","0.0","","0.0","","0.0","","28","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-01-26","2011","01","26","†","5.0","","0.0","","2.5","","15.5","","0.0","","4.2","","0.0","","4.2","","28","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-01-27","2011","01","27","†","8.5","","1.0","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-01-28","2011","01","28","†","6.5","","-2.0","","2.3","","15.7","","0.0","","0.0","","0.0","","0.0","","24","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-01-29","2011","01","29","†","1.0","","-2.0","","-0.5","","18.5","","0.0","","2.0","","14.0","","16.0","","26","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-01-30","2011","01","30","†","-10.0","","-13.0","","-11.5","","29.5","","0.0","","0.0","","0.0","","0.0","","36","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-01-31","2011","01","31","†","-15.0","","-27.0","","-21.0","","39.0","","0.0","","0.0","","0.0","","0.0","","36","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-02-01","2011","02","01","†","-12.0","","-30.0","","-21.0","","39.0","","0.0","","0.0","","0.0","","0.0","","35","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-02-02","2011","02","02","†","-6.0","","-29.0","","-17.5","","35.5","","0.0","","0.0","","0.0","","0.0","","35","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-02-03","2011","02","03","†","0.0","","-25.0","","-12.5","","30.5","","0.0","","0.0","","0.0","","0.0","","35","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-02-04","2011","02","04","†","5.0","","-5.0","","0.0","","18.0","","0.0","","0.0","","0.0","","0.0","","35","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-02-05","2011","02","05","†","6.0","","-7.0","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","34","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-02-06","2011","02","06","†","0.0","","-7.0","","-3.5","","21.5","","0.0","","0.0","","8.0","","8.0","","34","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-02-07","2011","02","07","†","-4.0","","-6.0","","-5.0","","23.0","","0.0","","0.0","","0.0","","0.0","","42","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-02-08","2011","02","08","†","-3.0","","-12.0","","-7.5","","25.5","","0.0","","0.0","","0.0","","0.0","","40","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-02-09","2011","02","09","","","","","","","","","","","","","","","","","","","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-02-10","2011","02","10","","","","","","","","","","","","","","","","","","","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-02-11","2011","02","11","†","5.0","","-5.0","","0.0","","18.0","","0.0","","5.0","","0.0","","5.0","","35","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-02-12","2011","02","12","†","8.0","","0.0","","4.0","","14.0","","0.0","","2.0","","0.0","","2.0","","32","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-02-13","2011","02","13","","","","","","","","","","","","","","","","","","","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-02-14","2011","02","14","†","8.0","","-4.0","","2.0","","16.0","","0.0","","16.0","","0.0","","16.0","","32","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-02-15","2011","02","15","†","5.0","","1.0","","3.0","","15.0","","0.0","","0.0","","10.0","","10.0","","25","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-02-16","2011","02","16","†","4.0","","-2.0","","1.0","","17.0","","0.0","","0.0","","2.0","","2.0","","34","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-02-17","2011","02","17","†","0.0","","-8.0","","-4.0","","22.0","","0.0","","0.0","","46.0","","46.0","","35","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-02-18","2011","02","18","†","4.0","","-10.0","","-3.0","","21.0","","0.0","","0.0","","0.0","","0.0","","44","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-02-19","2011","02","19","†","0.0","","-21.0","","-10.5","","28.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-02-20","2011","02","20","†","0.0","","-16.0","","-8.0","","26.0","","0.0","","0.0","","0.0","","0.0","","38","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-02-21","2011","02","21","†","-1.0","","-14.0","","-7.5","","25.5","","0.0","","0.0","","3.0","","3.0","","37","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-02-22","2011","02","22","†","-4.0","","-5.0","","-4.5","","22.5","","0.0","","0.0","","0.0","","0.0","","38","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-02-23","2011","02","23","†","-12.0","","-12.0","","-12.0","","30.0","","0.0","","0.0","","0.0","","0.0","","37","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-02-24","2011","02","24","†","-15.0","","-17.0","","-16.0","","34.0","","0.0","","0.0","","0.0","","0.0","","37","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-02-25","2011","02","25","†","-12.0","","-32.0","","-22.0","","40.0","","0.0","","0.0","","0.0","","0.0","","37","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-02-26","2011","02","26","†","-8.0","","-32.0","","-20.0","","38.0","","0.0","","0.0","","3.0","","3.0","","37","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-02-27","2011","02","27","†","-4.0","","-17.0","","-10.5","","28.5","","0.0","","0.0","","15.0","","15.0","","39","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-02-28","2011","02","28","†","1.0","","-12.0","","-5.5","","23.5","","0.0","","0.0","","16.0","","16.0","","54","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-03-01","2011","03","01","†","-5.0","","-20.0","","-12.5","","30.5","","0.0","","0.0","","2.0","","2.0","","72","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-03-02","2011","03","02","†","4.0","","-12.0","","-4.0","","22.0","","0.0","","0.0","","4.0","","4.0","","66","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-03-03","2011","03","03","†","4.0","","-10.0","","-3.0","","21.0","","0.0","","0.0","","10.0","","10.0","","61","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-03-04","2011","03","04","†","3.0","","-4.0","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","70","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-03-05","2011","03","05","†","6.0","","-12.0","","-3.0","","21.0","","0.0","","0.0","","0.0","","0.0","","68","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-03-06","2011","03","06","†","1.0","","-11.0","","-5.0","","23.0","","0.0","","0.0","","0.0","","0.0","","64","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-03-07","2011","03","07","†","3.0","","-12.0","","-4.5","","22.5","","0.0","","0.0","","0.0","","0.0","","61","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-03-08","2011","03","08","†","5.0","","-6.0","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","61","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-03-09","2011","03","09","†","","","","","","","","","","","","","","","","","61","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-03-10","2011","03","10","","","","","","","","","","","","","","","","","","","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-03-11","2011","03","11","†","4.0","","0.0","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","53","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-03-12","2011","03","12","†","7.0","","-5.0","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","53","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-03-13","2011","03","13","†","8.0","","-4.0","","2.0","","16.0","","0.0","","6.8","","2.0","","8.8","","53","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-03-14","2011","03","14","†","6.0","","2.0","","4.0","","14.0","","0.0","","0.0","","0.0","T","0.0","T","45","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-03-15","2011","03","15","†","5.0","","1.0","","3.0","","15.0","","0.0","","0.0","T","0.0","T","0.0","T","45","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-03-16","2011","03","16","†","5.0","","0.0","","2.5","","15.5","","0.0","","0.0","","0.0","","0.0","","44","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-03-17","2011","03","17","†","5.0","","-1.0","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","42","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-03-18","2011","03","18","†","7.0","","-4.0","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","42","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-03-19","2011","03","19","†","7.0","","-4.0","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","39","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-03-20","2011","03","20","†","8.0","","-1.0","","3.5","","14.5","","0.0","","0.0","","0.0","T","0.0","T","39","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-03-21","2011","03","21","†","3.0","","-4.0","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","39","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-03-22","2011","03","22","†","5.0","","-2.0","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","39","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-03-23","2011","03","23","†","7.0","","-2.0","","2.5","","15.5","","0.0","","0.0","","0.0","","0.0","","38","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-03-24","2011","03","24","†","8.0","","1.0","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","35","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-03-25","2011","03","25","†","9.0","","-3.0","","3.0","","15.0","","0.0","","0.0","","1.0","","1.0","","33","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-03-26","2011","03","26","†","8.0","","-3.0","","2.5","","15.5","","0.0","","0.0","","0.0","","0.0","","40","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-03-27","2011","03","27","†","4.0","","-4.0","","0.0","","18.0","","0.0","","0.0","","0.0","","0.0","","39","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-03-28","2011","03","28","†","8.0","","-1.0","","3.5","","14.5","","0.0","","2.0","","2.0","","4.0","","29","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-03-29","2011","03","29","†","5.0","","-2.0","","1.5","","16.5","","0.0","","9.0","","0.0","","9.0","","28","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-03-30","2011","03","30","†","10.0","","1.0","","5.5","","12.5","","0.0","","12.8","","0.0","","12.8","","25","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-03-31","2011","03","31","†","9.0","","2.0","","5.5","","12.5","","0.0","","16.0","","0.0","","16.0","","18","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-04-01","2011","04","01","†","7.0","","0.0","","3.5","","14.5","","0.0","","33.0","","23.0","","56.0","","14","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-04-02","2011","04","02","†","1.0","","0.0","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","37","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-04-03","2011","04","03","†","6.0","","-10.0","","-2.0","","20.0","","0.0","","0.0","","0.0","","0.0","","37","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-04-04","2011","04","04","†","6.0","","0.0","","3.0","","15.0","","0.0","","2.0","","5.0","","7.0","","18","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-04-05","2011","04","05","†","6.0","","0.0","","3.0","","15.0","","0.0","","3.0","","2.0","","5.0","","21","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-04-06","2011","04","06","†","5.0","","0.0","","2.5","","15.5","","0.0","","0.0","","3.0","","3.0","","17","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-04-07","2011","04","07","†","5.5","","-2.0","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-04-08","2011","04","08","†","9.0","","-5.0","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-04-09","2011","04","09","†","10.0","","-7.0","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-04-10","2011","04","10","†","9.0","","-8.0","","0.5","","17.5","","0.0","","14.0","","0.0","","14.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-04-11","2011","04","11","†","10.0","","-1.0","","4.5","","13.5","","0.0","","10.0","","0.0","","10.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-04-12","2011","04","12","†","9.0","","-4.0","","2.5","","15.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-04-13","2011","04","13","†","11.0","","-5.0","","3.0","","15.0","","0.0","","0.0","","2.0","","2.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-04-14","2011","04","14","†","5.0","","-4.0","","0.5","","17.5","","0.0","","0.0","","6.0","","6.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-04-15","2011","04","15","†","6.5","","-1.0","","2.8","","15.2","","0.0","","18.0","","0.0","","18.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-04-16","2011","04","16","","","","","","","","","","","","","","","","","","","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-04-17","2011","04","17","","","","","","","","","","","","","","","","","","","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-04-18","2011","04","18","†","5.0","","-9.0","","-2.0","","20.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-04-19","2011","04","19","†","5.0","","-6.0","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-04-20","2011","04","20","†","8.0","","-6.0","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-04-21","2011","04","21","","","","","","","","","","","","","","","","","","","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-04-22","2011","04","22","","","","","","","","","","","","","","","","","","","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-04-23","2011","04","23","","","","","","","","","","","","","","","","","","","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-04-24","2011","04","24","","","","","","","","","","","","","","","","","","","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-04-25","2011","04","25","†","12.0","","-6.0","","3.0","","15.0","","0.0","","1.5","","0.0","","1.5","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-04-26","2011","04","26","†","9.0","","1.0","","5.0","","13.0","","0.0","","4.5","","0.0","","4.5","","0","","","","",""
"-115.07","49.49","FERNIE","1152850","2011-04-27","2011","04","27","†","8.0","","1.0","","4.5","","13.5","","0.0","","3.0","","0.0","","3.0","","0","","","","",""
